id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
30950,"Apartment Providencia, Santiago",132845,Pamela,,Providencia,-33.43174,-70.61845,Entire home/apt,260000,180,12,2021-02-22,0.54,1,216,6,
49392,Share my Flat in Providencia,224592,Maria,,Providencia,-33.43266,-70.60072,Private room,43058,3,0,,,2,178,0,
52811,Suite Providencia 1 Santiago Chile,244792,Cristián,,Providencia,-33.42959,-70.6188,Entire home/apt,43870,1,45,2019-04-22,0.43,3,2,0,
53494,depto centro ski el colorado chile,249097,Paulina,,Lo Barnechea,-33.34344,-70.29432,Entire home/apt,149999,2,38,2017-06-10,0.59,1,365,1,
55303,Plaza Lyon piso 3,261079,Hernan,,Providencia,-33.4225,-70.6092,Entire home/apt,70000,2,2,2016-11-28,0.03,3,365,0,
65058,Dpto amoblado centro historico,318016,Patricio,,Recoleta,-33.43049,-70.64135,Private room,48745,2,0,,,1,365,0,
69050,Modern Apt in Heart of Santiago,344461,Ben,,Santiago,-33.44755,-70.65298,Entire home/apt,56869,2,7,2015-11-25,0.07,1,365,0,
73752,Barrio Lastarria,374124,Daniela&Ricardo,,Santiago,-33.43868,-70.64414,Private room,64993,3,0,,,1,365,0,
80482,Room Private for Woman,154527,Jacqueline,,La Florida,-33.51918,-70.59149,Private room,22458,2,0,,,1,363,0,
83677,Loft in Pocuro,456388,Keno,,Providencia,-33.43159,-70.59202,Entire home/apt,117800,1,0,,,1,365,0,
85324,BEAUTIFUL APARTMENT!!! IN DOWNTOWN.,467328,Mirochlava,,Santiago,-33.45417,-70.652,Entire home/apt,48745,1,10,2018-02-20,0.08,2,365,0,
85517,Student House for Santiago de Chile,468375,Housing Horizonte,,Santiago,-33.43851,-70.66642,Private room,10484,30,0,,,3,365,0,
88731,Rent Nice private room and bathroom,484432,Ximena,,Las Condes,-33.4106,-70.57523,Private room,28435,3,39,2017-08-30,0.33,2,365,0,
88944,COZY APT. PROVIDENCIA METRO WIFI TV,485358,Macarena,,Providencia,-33.4222,-70.60846,Entire home/apt,23674,3,159,2019-10-05,1.39,1,272,0,
89101,Hospedaje por noche en Ñuñoa,485821,Flavio E,,Ñuñoa,-33.46315,-70.62546,Private room,58494,1,0,,,2,365,0,
90629,Hermoso departamento individual,491051,Marcy-Lú,,Santiago,-33.43787,-70.64082,Entire home/apt,81241,3,0,,,1,365,0,
90694,Apartment x Rent in Providencia 802,491253,Hector,,Providencia,-33.4259,-70.61692,Entire home/apt,36000,3,58,2019-07-20,0.50,4,356,2,
90769,New & Warm Apartment in Providencia,491253,Hector,,Providencia,-33.42864,-70.62178,Entire home/apt,36000,3,12,2013-03-08,0.10,4,324,0,
94147,"Great house in Santiago, Las Condes",493996,Abraham,,Las Condes,-33.39929,-70.54542,Private room,39518,1,2,2011-12-07,0.02,1,365,0,
95139,Room Family Home,506998,Rafael,,Santiago,-33.43665,-70.67835,Private room,57261,7,0,,,1,365,0,
96722,Private bathroom room in Las Condes,513040,Elby,,Las Condes,-33.42532,-70.58566,Private room,48745,1,0,,,1,365,0,
98989,Rent Furnished Apartment,521687,Priscila,,Santiago,-33.44857,-70.63874,Entire home/apt,227476,1,0,,,1,365,0,
100057,DEPARTAMENTO CENTRO DE SANTIAGO,526328,Fernando,,Santiago,-33.43199,-70.65789,Private room,64519,14,2,2012-02-13,0.02,1,365,0,
100697,departamentos para turistas,528781,Lilian,,Las Condes,-33.42645,-70.56638,Private room,52422,3,0,,,5,365,0,
100698,departamentos para turistas,528781,Lilian,,Las Condes,-33.42522,-70.5656,Private room,52422,3,0,,,5,365,0,
104381,Rooms For Rent,468375,Housing Horizonte,,Santiago,-33.43931,-70.66761,Private room,13710,3,0,,,3,88,0,
105157,Private and Great room in Beautiful Central House!,546385,Alegna,,Ñuñoa,-33.45086,-70.61936,Private room,38996,1,1,2016-02-04,0.01,2,365,0,
106795,departamento santiago centro,552381,Nora,,Santiago,-33.43974,-70.65493,Entire home/apt,64993,1,0,,,1,365,0,
116494,DEPARTAMENTO SANTIAGO CHILE,588476,Antonio,,Santiago,-33.43855,-70.64486,Private room,48745,1,0,,,1,365,0,
119688,Nice & quiet place in Providencia,603746,Marco,,Providencia,-33.43022,-70.60677,Private room,36559,1,0,,,1,365,0,
119949,Habitacion para extranjeros,604630,Miry,,Santiago,-33.44728,-70.66767,Private room,13205,1,0,,,1,365,0,
122128,habitacion  single de Juan,612580,Juan,,Providencia,-33.43871,-70.60424,Private room,60931,1,0,,,1,365,0,
122810,Beautiful furnished apartment,614958,Victor,,Recoleta,-33.42361,-70.63984,Entire home/apt,24372,2,8,2018-02-05,0.15,1,25,0,
123569,Habitación Single,617378,Carolina,,Santiago,-33.44972,-70.64641,Private room,44683,1,0,,,1,365,0,
124075,Habitación Doble baño compartido,619256,Rodrigo,,Providencia,-33.41905,-70.61165,Private room,32497,2,1,2012-01-19,0.01,6,364,0,
124291,habitacion con baño privado,619919,Livia,,Las Condes,-33.42015,-70.55652,Private room,48390,5,0,,,1,365,0,
131054,habitación para 1,645012,Norman,,Santiago,-33.44356,-70.63505,Private room,32497,1,0,,,1,365,0,
132624,departamento  centrico lado Subway,651711,Administrador,,Santiago,-33.43385,-70.65641,Private room,81222,1,0,,,1,365,0,
133295,Lux Las Condes Furnished Apartments,13553614,Felipe,,Las Condes,-33.41121,-70.58845,Entire home/apt,129039,7,82,2017-11-24,0.71,2,365,1,
133783,Beautiful room in Providencia,656696,María Victoria,,Providencia,-33.42974,-70.60432,Private room,40621,1,0,,,1,365,0,
135927,New Cozy Apartment in Providencia,491253,Hector,,Providencia,-33.42884,-70.62196,Entire home/apt,56952,2,39,2018-11-22,0.35,4,0,0,
136438,Fully Furnished Apartment Providenc,667910,Roxana,,Providencia,-33.42343,-70.60899,Entire home/apt,61744,10,32,2015-07-15,0.30,13,0,0,
136993,Apto Las condes - Santiago de Chile,670148,Ursa,,Las Condes,-33.41215,-70.58929,Entire home/apt,47470,1,0,,,1,364,0,
139270,Better Location,679343,Mayer Ltda,,Santiago,-33.44808,-70.65389,Private room,97490,1,0,,,1,365,0,
139484,Great studio at Bellas Artes,678317,Nicolas,,Santiago,-33.43489,-70.64532,Entire home/apt,17000,30,13,2018-03-31,0.18,3,346,0,
142622,"1 or 2 bedrooms& parking, nice neighbor/",639690,Gilda,,La Reina,-33.44522,-70.54603,Private room,28227,2,1,2016-10-10,0.02,1,363,0,
144172,Bedroom furnished home environment,698776,Elizabeth,,Santiago,-33.4435,-70.64535,Private room,48745,6,0,,,1,365,0,
147552,Near the mountain chain,712922,Karim,,Lo Barnechea,-33.36054,-70.51288,Shared room,33873,1,5,2018-04-22,0.06,2,365,0,
154395,BRIGHT AND COZY SPACIOUS LAS CONDES free Parking,716143,Eugenio,,Las Condes,-33.41433,-70.58213,Entire home/apt,47714,7,187,2017-07-04,1.62,1,313,9,
154615,Furnished apartment near Metro,743719,Roberto,,Las Condes,-33.41641,-70.60232,Entire home/apt,31335,2,45,2015-08-12,0.41,3,178,6,
158137,Pieza independiente,759002,José,,Ñuñoa,-33.46029,-70.59377,Private room,32497,1,0,,,1,365,0,
160729,Apartment on 9th floor. Stunning views!,769822,Ronald,,Santiago,-33.4484,-70.6322,Entire home/apt,21123,150,17,2019-04-04,0.51,1,364,0,
171221,Comfortable room in Las Condes,816837,Maria Angelica,,Las Condes,-33.40294,-70.54234,Private room,13364,2,33,2019-02-16,0.28,2,363,0,
172103,casa familia,821265,Ivonne,,Independencia,-33.42261,-70.65958,Private room,21775,1,0,,,1,365,0,
175077,Depto cerca Plaza Armas,836768,Martita,,Santiago,-33.43556,-70.65358,Entire home/apt,48745,1,0,,,1,365,0,
176932,Room Near Bellavista,846125,Patricio,,Recoleta,-33.42458,-70.63899,Private room,32497,1,0,,,1,365,0,
176943,comfortable room in the center of,846097,Monica Gabriela,,Providencia,-33.42464,-70.61539,Private room,32497,1,0,,,1,365,0,
177729,Bedroom  whit access to a bathroom,851453,Sandra,,Ñuñoa,-33.44788,-70.60036,Private room,28435,3,0,,,1,365,0,
181005,Private Room Bellavista neighborhoo,867345,Edwin,,Recoleta,-33.42217,-70.64131,Private room,25534,2,4,2016-06-28,0.05,1,359,0,
191723,"Artsy,joyful flat in nice area",927749,Pilar,,Providencia,-33.43068,-70.58566,Private room,53969,1,0,,,1,365,0,
191754,Apartment Historical Downtown Stgo.,927912,Miguel,,Santiago,-33.44035,-70.65797,Entire home/apt,28435,7,119,2016-02-15,0.98,2,267,0,
193626,"Spacious home, family atmosphere.",939376,Oscar,,San Miguel,-33.50096,-70.6497,Private room,42108,1,0,,,1,365,0,
199514,Santiago Down Tow Big appartment,974626,Ronald,,Santiago,-33.43743,-70.65687,Private room,40325,1,0,,,1,365,0,
202286,Furnished Apartment Forestal Park 1,980389,Jorge,,Recoleta,-33.43183,-70.64657,Entire home/apt,24000,21,371,2019-12-14,3.26,1,266,1,
225980,Furnished Luxury Studio Apartment,1177685,Karina,,Providencia,-33.42552,-70.61642,Private room,39000,1,15,2014-01-08,0.14,5,343,0,
233585,Big Furnished Room,489857,Eduardo,,Santiago,-33.43847,-70.657,Entire home/apt,59306,30,1,2017-03-26,0.02,1,344,0,
242546,Apartment -Santiago-Bellavista,1273124,Victoria,,Providencia,-33.43302,-70.63583,Entire home/apt,36559,2,178,2020-02-05,1.70,1,218,0,
259656,Suite Providencia 2 Santiago Chile,244792,Cristián,,Providencia,-33.42985,-70.61797,Entire home/apt,48745,1,37,2019-11-07,0.42,3,328,2,
274368,Santiago Cozy Apartments 1 from 1 to 4 people,1434751,Celia,,Santiago,-33.44808,-70.63227,Entire home/apt,40621,3,4,2015-11-16,0.05,6,208,0,
275005,Central and family place to stay,1437683,Diego Ignacio,,Santiago,-33.45166,-70.64547,Private room,36559,1,4,2012-03-29,0.03,1,365,0,
276647,Santiago Cozy Apartments 2 until 4 people,1434751,Celia,,Santiago,-33.45023,-70.63236,Entire home/apt,25000,10,2,2015-01-02,0.03,6,129,0,
280663,"TURISMO BELLAVISTA,  Best View 1",1463563,Arnaldo,,Recoleta,-33.43356,-70.63659,Entire home/apt,44683,2,28,2019-01-23,0.26,6,365,0,
284083,room with private bathroom,1482561,Alba,,Santiago,-33.45203,-70.64978,Private room,37720,1,0,,,1,365,0,
286189,Departamento Amob. Santiago Centro,1489377,Harry,,Santiago,-33.44162,-70.66283,Private room,40621,1,1,2012-04-03,0.01,3,365,0,
286190,Dpto amoblado,1489377,Harry,,Santiago,-33.43978,-70.66129,Private room,20310,1,0,,,3,365,0,
288216,Santiago Mountain View by park,155589,Carlos,,Recoleta,-33.43284,-70.64752,Entire home/apt,24372,30,24,2019-05-18,0.31,1,5,0,
293845,"Room in Ñuñoa, chilean summer!",1519813,Frankie,,Ñuñoa,-33.45593,-70.60941,Private room,32260,1,0,,,1,365,0,
294974,Furnished Luxury Studio Apartment,1177685,Karina,,Providencia,-33.42457,-70.61597,Private room,35000,1,4,2018-11-08,0.10,5,329,0,
298065,Vespucci Apartments in Vitacura,1536656,Vespucci,,Vitacura,-33.40065,-70.5877,Private room,193558,1,0,,,1,365,0,
310278,GREAT LOCATION APARTMENT FOR RENT,1094663,Rosie,,Providencia,-33.43241,-70.60867,Entire home/apt,129986,6,8,2016-04-01,0.11,1,362,0,
315114,Superior,246789,Victoria,,Providencia,-33.42549,-70.61214,Private room,89366,1,0,,,1,364,0,
322697,Room for Night,485821,Flavio E,,Ñuñoa,-33.46075,-70.62609,Shared room,32497,1,0,,,2,365,0,
325820,Comodo dpto. Santiago Huerfanos 547,1666498,Pedro,,Santiago,-33.43996,-70.64398,Entire home/apt,53969,3,23,2016-01-13,0.22,5,365,0,
326156,Barrio  Lastarria     OPORTUNIDAD,1668113,María Luisa,,Santiago,-33.4403,-70.64098,Private room,47231,5,0,,,1,365,0,
326980,Arriendo depatamentos Amoblados,1671965,Cristián,,Santiago,-33.44412,-70.64298,Private room,73117,1,0,,,2,365,0,
326985,Arriendo depatamentos Amoblados,1671965,Cristián,,Santiago,-33.44239,-70.64469,Entire home/apt,73117,1,0,,,2,365,0,
329362,"Pieza privada con baño, wifi y tv",1681845,Elisabeth,,Las Condes,-33.40886,-70.53601,Private room,48390,1,0,,,1,365,0,
331061,"TURISMO BELLAVISTA, Best View 2",1463563,Arnaldo,,Providencia,-33.43215,-70.63433,Entire home/apt,53969,2,17,2015-07-19,0.18,6,359,0,
332424,LINDA HABITACIÓN PARA MUJERES EN SANTIAGO CENTRO,1694145,Carmen,,Santiago,-33.44839,-70.63717,Private room,20000,2,0,,,1,365,0,
333722,ARRIENDO HABITACION,1700152,Susana,,Providencia,-33.42607,-70.61319,Private room,78804,1,0,,,1,365,0,
334461,Departamento en Santiago de Chile.,1703664,Víctor,,Ñuñoa,-33.45264,-70.61341,Private room,40325,1,0,,,1,365,0,
345642,FULL FURNISHED PRIVATE ROOM INCREDIBLE VIEW. .,1757834,Francisco Manuel,,Recoleta,-33.42884,-70.64283,Private room,16248,1,1,2019-05-03,0.03,1,358,0,
350681,2 Bedrooms Private Home Ñuñoa,1777356,Isabel,,Ñuñoa,-33.44055,-70.57591,Private room,35746,1,0,,,1,365,0,
354516,"TURISMO BELLAVISTA, Best View 3",1463563,Arnaldo,,Providencia,-33.43366,-70.63463,Entire home/apt,60931,2,56,2017-12-31,0.64,6,361,1,
357316,private bath+Complimentary breakfast & dinner+wifi,1808137,Eduardo & Claudio,,Santiago,-33.44667,-70.64298,Private room,21123,1,77,2018-10-08,0.74,1,239,0,
366331,Providencia Bed&Breakfast.Historico,583716,Ignacio,,Providencia,-33.43258,-70.61679,Private room,43058,1,4,2014-10-13,0.05,1,358,0,1192 de SERNATUR
368983,Pieza pequeña con baño,149354,Luis,,Providencia,-33.44314,-70.60253,Private room,40325,1,0,,,1,365,0,
369455,Private room for one person only,1862954,María Elena,,Las Condes,-33.42855,-70.56594,Private room,10288,5,1,2017-06-02,0.02,1,113,0,
373526,"Pool, Gym, Billiards, etc..",1885266,Ricardo,,Santiago,-33.43828,-70.63505,Private room,73117,1,0,,,1,365,0,
374963,habitacion hermosa con baño privado,1886525,Jorge,,Santiago,-33.45266,-70.66666,Private room,24372,6,18,2016-05-09,0.20,1,365,0,
379323,Nice Room in a loft all included,1561372,Cesar Rodrigo,,Providencia,-33.42528,-70.61945,Entire home/apt,22582,3,0,,,1,173,0,
381089,Tu apartamento centro de Santiago,349420,Carlos,,Santiago,-33.43633,-70.64693,Entire home/apt,107239,2,0,,,2,365,0,
387708,Perfect Location in Santiago,1938402,Diana,,Santiago,-33.44498,-70.64113,Private room,300593,1,0,,,1,365,0,
392412,"Safe,Comfortable, Good Neighborhood",1962232,Patricio,,Maipú,-33.48998,-70.76472,Private room,56454,1,0,,,1,365,0,
395951,Room in Plaza Italia,1979081,Paul,,Providencia,-33.43632,-70.63191,Private room,60931,1,0,,,1,365,0,
406675,Near Restaurant and Shopping,2020837,Maria,,Vitacura,-33.39653,-70.5775,Private room,53384,3,0,,,1,365,0,
408418,Best rate and location in Santiago: Tralkan B&B,2033927,Cristina,,Providencia,-33.43199,-70.61636,Private room,28435,1,5,2015-02-08,0.61,1,364,1,
413717,San Cristobal Suites Providencia Lyon,1679807,Ricardo,,Santiago,-33.44019,-70.64353,Private room,68243,2,0,,,3,364,0,
414512,"Cozy Apt 2BD/2BT, wonderful cerro Manquehue view.",2061432,Alejandro,,Vitacura,-33.39839,-70.58974,Entire home/apt,110489,5,51,2020-12-14,0.45,1,312,7,
418760,Adventure in the heart of Santiago,826960,Nené,,Santiago,-33.4335,-70.65314,Entire home/apt,18000,30,73,2020-03-03,0.69,3,336,2,
420325,Great apt in the Snow / Chile,2083381,Claudio,,Lo Barnechea,-33.3481,-70.29032,Entire home/apt,524220,7,1,2017-07-25,0.02,1,365,0,
429242,Room in Santiago of Chile,2133429,Rodrigo,,Santiago,-33.44431,-70.66853,Private room,40621,2,0,,,1,365,0,
429669,"PERFECT LOCATION.EL GOLF,LAS CONDES",2569551,Camilo,,Las Condes,-33.41567,-70.59417,Entire home/apt,105614,3,11,2019-12-12,0.30,1,267,2,
442241,Room in Bellavista neighborhood,1899907,Paola,,Recoleta,-33.42151,-70.64035,Private room,16248,3,146,2021-02-05,1.27,1,360,7,
444532,"La Parva Apartment ski in & out, wifi",1807307,Casey,,Lo Barnechea,-33.3337,-70.29086,Entire home/apt,345639,4,14,2016-07-21,0.18,1,365,1,
447699,Las Condes with a view of the Andes,974151,Raul And Erna,,Las Condes,-33.41772,-70.55737,Entire home/apt,43551,5,12,2019-10-14,0.13,1,256,1,
457634,Room Near Ski,2274626,Isabel,,Lo Barnechea,-33.35668,-70.51047,Private room,161299,1,0,,,1,365,0,
465463,Arriendo Departamento Amoblado,2312294,Julio,,Santiago,-33.44324,-70.65651,Entire home/apt,73117,1,0,,,1,365,0,
511558,"private room doble room, nice house",2478975,América Patricia,,Ñuñoa,-33.4508,-70.62406,Private room,8871,7,6,2013-04-01,1.53,6,299,1,
511572,"Welcome to our home to Chile!!!
Muy central.",2478975,América Patricia,,Ñuñoa,-33.4504,-70.61702,Private room,14404,2,5,2014-05-03,0.05,6,299,0,
511575,"Te esperamos para compartir!!
Barrio Italia .",2478975,América Patricia,,Ñuñoa,-33.44989,-70.61759,Private room,10484,2,8,2019-02-08,0.08,6,345,0,
512167,Tourism / Executive Apartment,1757752,Carlos,,Santiago,-33.44127,-70.64683,Entire home/apt,64993,30,0,,,1,358,0,
513333,Private room in Metro Colon,55685236,María José,,Providencia,-33.42918,-70.59036,Private room,15000,1,71,2019-05-23,0.70,1,299,0,
529207,Gran Casa Hermosa vista la mejor !!,2294459,Cristian,,Peñalolén,-33.47721,-70.52016,Private room,483896,5,0,,,1,365,0,
533042,"Hola, Ven a conocer Santiago!",2619406,Cristian,,Providencia,-33.42845,-70.61774,Entire home/apt,36559,3,110,2020-02-10,1.84,1,161,5,
533257,Heart of Santiago: Bellas Artes Apt,2620569,Jessica,,Santiago,-33.43615,-70.64867,Private room,48745,2,0,,,1,365,0,
550914,Departamentos  Centro Santiago-Chil,1489377,Harry,,Santiago,-33.43983,-70.65949,Entire home/apt,44683,1,4,2014-01-29,0.04,3,365,0,
552293,For rent furnished and equipped,2681913,Iván,,Santiago,-33.43724,-70.6561,Entire home/apt,47120,3,0,,,4,365,0,
558026,"Vista Cordillera de los Andes, Providencia",2743887,Marcia,,Providencia,-33.43451,-70.62698,Entire home/apt,37895,2,7,2021-10-17,0.14,1,363,1,
559852,Deluxe 2 Bedrooms Apartment,2752180,Marcos,,Providencia,-33.42649,-70.61571,Entire home/apt,89366,2,12,2015-07-20,0.16,6,359,0,
564038,DEPARTAMENTO EN BARRIO BELLAS ARTES,2773531,Betty,,Santiago,-33.43811,-70.64547,Entire home/apt,69055,2,1,2013-11-27,0.01,1,365,0,
566139,"Comodo Departamento, Mejor Sector Providencia",2784499,Betzabe,,Providencia,-33.4262,-70.61853,Entire home/apt,49557,3,182,2019-01-23,1.63,2,341,10,
583154,Room in downtown close to metro,2872968,Jaime,,Santiago,-33.45592,-70.63256,Private room,40621,1,0,,,1,365,0,
600739,2 Bedrooms Apartments (MH),2752180,Marcos,,Providencia,-33.42492,-70.61605,Entire home/apt,89366,2,22,2017-03-03,0.29,6,359,0,
609532,"Cacao Apartament, SANTIAGO",3022172,Andrea,,Santiago,-33.43799,-70.6481,Private room,64993,1,0,,,3,365,0,
621255,Bellavista Apt. Best location 1,3079273,Carolina,,Providencia,-33.43453,-70.6354,Entire home/apt,52807,1,30,2019-12-21,0.27,1,365,0,
643936,"CACAO MINT, SANTIAGO",3022172,Andrea,,Santiago,-33.43721,-70.64889,Private room,64993,3,0,,,3,365,0,
643967,"CACAO CHERRY, SANTIAGO CENTER",3022172,Andrea,,Santiago,-33.43602,-70.64886,Private room,64993,1,0,,,3,365,0,
656930,Spacious shared room Providencia,619256,Rodrigo,,Providencia,-33.41866,-70.61127,Private room,25000,1,2,2021-08-17,0.41,6,365,2,
668257,"view of the Andes, best located!",2645138,Maria,,Las Condes,-33.41795,-70.58175,Entire home/apt,96779,5,18,2015-07-07,0.17,1,359,0,
679753,Habitación doble con baño privado,619256,Rodrigo,,Providencia,-33.41773,-70.61102,Entire home/apt,36100,1,1,2013-04-09,0.01,6,365,0,
683664,"1 block U.Catolica, subway S.Lucia",3329548,Alojamiento Empresarial Chile,,Santiago,-33.44245,-70.64234,Entire home/apt,47932,90,5,2012-11-11,0.05,4,365,0,
687960,Interior department in Ñuñoa,1756322,Felisa,,Ñuñoa,-33.45035,-70.62776,Private room,12000,5,19,2012-10-20,0.25,3,355,0,
725410,Rent furnished apartment,2681913,Iván,,Santiago,-33.45071,-70.65348,Entire home/apt,47120,2,1,2013-04-13,0.01,4,365,0,
725448,Department furnished and equipped,2681913,Iván,,Santiago,-33.43596,-70.65386,Entire home/apt,47120,3,0,,,4,364,0,
725463,Costanera Center Apartment Santiago,3751231,Hernan,,Providencia,-33.41971,-70.60915,Entire home/apt,56869,2,2,2013-09-30,0.03,3,361,0,
726012,Opera Apartment Santiago Chile,3751231,Hernan,,Santiago,-33.44146,-70.6463,Entire home/apt,64993,2,9,2015-09-27,0.08,3,363,0,
734844,beautiful & comfy apartment Stgo,3832872,Claudia,,Santiago,-33.44481,-70.6339,Private room,15323,5,83,2018-07-05,0.83,1,365,1,
748389,Room & Breakfast in Las Condes,3930966,Rodrigo,,Las Condes,-33.42271,-70.57536,Private room,40325,2,0,,,1,365,0,
752562,Bonito Acogedor/Cool New Cozy Apart n Bellas Artes,491253,Hector,,Santiago,-33.4407,-70.66163,Entire home/apt,33000,7,1,2014-07-26,0.01,4,0,0,
754744,Apartment downtown Santiago Chile,3968799,Lizandra,,Santiago,-33.44583,-70.65322,Entire home/apt,56869,3,0,,,1,365,0,
760146,comfortable and great located flat!,3692714,Abraham,,Providencia,-33.4294,-70.62609,Entire home/apt,47697,5,2,2021-03-25,0.02,1,365,1,
768868,Opera Santiago Studio,3751231,Hernan,,Santiago,-33.43954,-70.6465,Entire home/apt,40621,2,1,2012-12-19,0.01,3,363,0,
769396,Department furnished and equipped,2681913,Iván,,Santiago,-33.44404,-70.64027,Entire home/apt,52807,3,1,2016-05-31,0.02,4,364,0,
777178,1 block Parque Bustamente&Subway,3761736,Rodrigo,,Providencia,-33.44446,-70.63271,Entire home/apt,24372,5,86,2020-01-18,0.93,2,328,7,
780664,"Suite Apartments, santiago chile",2873648,Rodrigo,,Ñuñoa,-33.4557,-70.59981,Private room,77179,2,0,,,1,365,0,
787045,right at home,4134987,Mirey,,La Reina,-33.45534,-70.5602,Private room,16000,3,122,2019-07-29,1.15,2,357,1,
795701,Dpto.2 dormitorios capacidad para 5,4191304,Doris,,Santiago,-33.44128,-70.6563,Entire home/apt,52807,1,19,2014-08-01,0.20,4,364,0,
798444,Furnished apartment in Santiago!,4204978,Ari,,Santiago,-33.4377,-70.64733,Entire home/apt,37485,2,18,2021-02-27,0.22,9,118,4,
798907,GREAT APT NEAR MONEDA PALACE ! JUST REMODELED,1571003,Franek,,Recoleta,-33.43151,-70.65042,Entire home/apt,28937,2,236,2020-11-08,2.24,4,323,40,
799674,Flat Ski Resort Colorado Farellones,144235,Cristobal,,Lo Barnechea,-33.34941,-70.2936,Entire home/apt,120974,2,4,2017-05-27,0.14,1,360,2,
811005,Furnished bedroom in apartment,1693645,María,,Providencia,-33.43903,-70.61413,Private room,18799,30,1,2015-04-30,0.01,2,358,0,
814875,Departamento sector privilegiado,2784499,Betzabe,,Providencia,-33.42642,-70.6174,Entire home/apt,40621,3,128,2019-12-14,1.49,2,356,10,
827951,2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · 2 dormitorios · Comfortable two bedroom apartment in Lastarria,4341142,Lastarria Apart,,Santiago,-33.43998,-70.64208,Entire home/apt,151523,1,17,2019-03-08,0.30,11,364,0,"Foreign passengers will not be charged VAT/TAX by showing passport, immigration card (Chile) and paying in USD."
844274,A New Apartment in Civic District,3329548,Alojamiento Empresarial Chile,,Santiago,-33.44884,-70.65166,Entire home/apt,47932,90,0,,,4,365,0,
858097,"Full Dpt, El Golf neighborhood (2)",743719,Roberto,,Las Condes,-33.41642,-70.60251,Entire home/apt,31920,2,114,2018-01-19,1.10,3,354,1,
858199,"studio-space, bathroom, Santiago",2171434,Ximena,,Ñuñoa,-33.45542,-70.57811,Private room,24195,5,5,2017-04-05,0.10,1,363,0,
879962,ARGO Santiago/ Providencia: Bustamante/ Italia,492663,JuanKa,,Santiago,-33.44908,-70.63297,Entire home/apt,29483,3,80,2019-08-17,0.75,2,131,7,
880713,Beautiful Apartment in the best loc,667910,Roxana,,Providencia,-33.42216,-70.60945,Entire home/apt,52807,10,39,2019-04-10,0.42,13,99,0,
881843,Nice Flat in the center of Santiago,1961985,Eliana,,Santiago,-33.43584,-70.64874,Entire home/apt,30000,2,80,2018-04-24,0.87,1,352,5,
882250,Santiago Centro - Santiago Downtown,4576684,Miguel Ignacio,,Santiago,-33.44288,-70.64245,Private room,32000,2,2,2015-02-01,0.02,1,365,0,
883437,Gran habitación espectacular casa de providencia,4676836,Pablo,,Providencia,-33.43973,-70.61591,Private room,19000,60,0,,,1,365,0,
885444,Special price!!! Apartment 1st floo,982805,Alfredo,,Santiago,-33.44952,-70.64248,Entire home/apt,19498,28,2,2013-08-27,0.02,1,335,0,
903677,Apart Hotel  Santa Lucia Lastarria,4830840,Magdalena,,Santiago,-33.44019,-70.64127,Entire home/apt,60931,90,7,2014-11-28,0.07,4,364,0,
905085,"Carmelitas Contemporary 1BR w/ TV Cable, Wifi, Pool, Gym, Metro",4199174,Fran,,Las Condes,-33.40603,-70.55853,Entire home/apt,45623,2,130,2021-08-16,1.30,3,346,23,
910775,Furnished Apartment Forestal Park 5,131488797,Daniela,,Recoleta,-33.43225,-70.64744,Entire home/apt,37000,3,175,2020-11-07,1.98,6,56,3,
914704,"Room&shared bath,  Barrio El Golf de Las Condes",4909742,María Magdalena,,Las Condes,-33.42283,-70.5892,Private room,21775,3,23,2018-08-13,0.22,5,362,2,
919862,"Central, comfortable and nice apart",4942310,Cristina,,Santiago,-33.44704,-70.63606,Entire home/apt,48745,2,0,,,1,365,0,
923568,Private Room in Barrio Lastarria,4703232,Shawn,,Santiago,-33.43921,-70.63982,Private room,23560,2,27,2016-01-06,0.36,1,363,0,
925578,The best apartment in Providencia,914513,Leonardo,,Providencia,-33.4325,-70.61181,Entire home/apt,70680,5,2,2016-04-02,0.03,1,358,0,
932079,Santiago Downtown Touristic 1,5015387,Christian,,Santiago,-33.44605,-70.64771,Entire home/apt,40621,5,2,2015-07-04,0.02,3,329,0,
932108,Santiago Downtown Touristic 2,5015387,Christian,,Santiago,-33.44717,-70.6469,Entire home/apt,40621,5,4,2015-09-03,0.05,3,329,1,
939923,Rent Departament  Loft USD 80 x dia,5079038,Luis,,Santiago,-33.43959,-70.6574,Private room,81241,3,0,,,1,365,0,
943963,Yellow Room Furnished in Ñuñoa,1756322,Felisa,,Ñuñoa,-33.45157,-70.62674,Private room,12000,1,15,2016-04-01,0.14,3,361,0,
948890,"Dpto 2 dormitorios, para 6 personas",4191304,Doris,,Santiago,-33.44224,-70.65857,Entire home/apt,52807,1,57,2018-05-28,0.58,4,364,0,
964303,"loft in the historic center ,brazil",5256004,Roberto,,Santiago,-33.44101,-70.66559,Entire home/apt,52625,1,0,,,1,365,0,
978590,arriendos de departamentos diarios,5356419,Maria Eugenia,,Santiago,-33.43626,-70.64759,Private room,51995,1,0,,,1,365,0,
