id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33899214,Departamento El Colorado con acceso a pistas,198217293,Francisca,,Lo Barnechea,-33.34708,-70.29131,Entire home/apt,210000,4,4,2019-08-01,0.15,1,178,2,
33900282,Amplia habitación en casa de familia,231324355,Carolina,,Ñuñoa,-33.46773,-70.57783,Private room,20000,1,0,,,1,89,0,
33907288,Full equipado para pacientes Clinica las condes.,92332735,Carla,,Vitacura,-33.38392,-70.53388,Entire home/apt,60000,2,17,2019-12-23,0.74,18,261,4,
33912785,studio metro baquedano,33325305,Juan Carlos,,Providencia,-33.4387,-70.63437,Private room,21429,2,0,,,1,0,0,
33913904,Private Room + Private Bathroom,57562850,Felipe,,Las Condes,-33.41936,-70.58241,Private room,18000,29,5,2019-12-01,0.19,1,299,0,
33921933,New Apartment in Trending Neighborhood,234829822,Felipe,,Providencia,-33.42684,-70.61781,Entire home/apt,40000,6,2,2019-06-21,0.64,1,327,1,
33930916,"Excelente depto en Las Condes, El Golf/Costanera",49200561,Alberto,,Las Condes,-33.41937,-70.59691,Entire home/apt,40000,3,36,2021-04-14,1.21,1,296,16,
33936770,Aos depto 208 ideal para turistas Santiago centro,224959632,Fernando,,Santiago,-33.4342,-70.66666,Entire home/apt,26000,2,0,,,3,210,0,
33940493,Buen ambiente,256291377,Liliana,,Santiago,-33.44942,-70.63617,Shared room,25000,1,0,,,1,365,0,
33941134,Habitación en casa familiar especial para chicas.,140557259,Paula,,Las Condes,-33.41503,-70.5502,Private room,13714,2,0,,,1,179,0,
33944409,"Acogedor Departamento, Buen Sector y Seguro",104893550,Claudio,,Ñuñoa,-33.45038,-70.62158,Entire home/apt,50000,5,0,,,1,89,0,
33945255,Lindísimo departamento ski in ski out,72175055,Manuel,,Lo Barnechea,-33.35626,-70.24904,Entire home/apt,200000,2,0,,,1,246,0,
33963690,"Barrio tranquilo en Providencia, CAII504",57145979,Juan Pablo,,Providencia,-33.43886,-70.61943,Entire home/apt,28000,2,64,2019-12-05,2.09,6,133,34,
33971003,Apartamento centro de Santiago,153827612,Nereida,,Santiago,-33.43743,-70.65038,Entire home/apt,35000,1,0,,,1,358,0,
33971668,Habitacion Super Comoda parque bustamante,231373251,Jorge,,Providencia,-33.43769,-70.62982,Private room,24000,1,0,,,2,364,0,
33971755,Apartment in Las Condes next Costanera (E),149995045,Myriam,,Las Condes,-33.4204,-70.59759,Entire home/apt,55000,1,15,2021-08-27,0.49,4,179,4,76.417.212-4
33975337,Departamento Metro Parque Almagro y Toesca,39186698,Carlos,,Santiago,-33.454,-70.65222,Entire home/apt,24000,3,0,,,4,304,0,
33990919,Asoleada Habitación Metro Rodrigo de Araya,102258234,Mary Carmina,,San Joaquín,-33.4962,-70.62833,Private room,8000,5,6,2020-02-23,0.20,6,361,0,
33991509,Excelente habitación en el corazón de Providencia,119904318,Rosa,,Providencia,-33.43526,-70.61752,Private room,25000,1,11,2019-12-03,0.40,1,298,0,
33994410,Hostal Yungay - Single Bed in Shared Room,134885174,Ignacio,,Santiago,-33.43898,-70.6628,Hotel room,12186,1,0,,,7,365,0,19
33994445,Hostal Yungay - Single Bed in Dorm,134885174,Ignacio,,Santiago,-33.43875,-70.66178,Hotel room,11374,1,1,2020-01-04,0.05,7,365,0,19
33994482,Hostal Yungay - Female Dorm Bed with Bathroom,134885174,Ignacio,,Santiago,-33.43866,-70.66336,Hotel room,12186,1,0,,,7,365,0,19
33994589,Hostal Yungay - Room with bathroom 3-4 guests,134885174,Ignacio,,Santiago,-33.43829,-70.66205,Hotel room,56869,1,0,,,7,365,0,19
33995431,"Departamento Santiago Centro Chile, Impecable",256684365,Giorgio,,Santiago,-33.44763,-70.63692,Entire home/apt,33804,14,19,2019-11-03,0.62,1,70,3,023
33996132,Apartamento Sanhattan,143518201,Carlos,,Las Condes,-33.41158,-70.60233,Entire home/apt,55000,7,13,2021-01-09,0.43,3,307,4,
33996392,Departamento para 2 personas,253429231,Gabriel,,Santiago,-33.44889,-70.6357,Entire home/apt,40000,1,1,2019-07-31,0.04,1,179,0,
34014512,Apto totalmente remodelado 3cuadras metro Tobalaba,2136082,Francisca,,Providencia,-33.42571,-70.59982,Entire home/apt,81241,10,2,2020-12-07,0.11,3,207,1,
34018512,"Comparto depto, habitación privada mas baño",256859083,Diego,,Santiago,-33.42839,-70.67023,Private room,12000,3,0,,,2,179,0,
34022574,Sanitizado para cada estadía  y Cercano a Clínicas,181523084,Cesar,,Las Condes,-33.40694,-70.55917,Entire home/apt,35000,29,21,2021-10-01,0.71,1,136,6,
34035397,Centrico departamento iluminado 64mt,254524308,Paula Francisca,,Independencia,-33.42112,-70.67443,Entire home/apt,25000,5,3,2019-08-04,0.10,5,203,0,
34039970,"En el barrio de Vitacura, tranquilo, cómodo.",202260852,Virginia,,Vitacura,-33.40606,-70.59439,Private room,20000,3,0,,,1,365,0,
34040977,Departamento en Las Condes a pasos de Costanera(F),149995045,Myriam,,Las Condes,-33.4189,-70.59607,Entire home/apt,55000,1,32,2019-05-19,1.08,4,359,7,76.417.212-4
34041948,Stroll to High-End Boutiques From Las Condes Apartment,244932428,Julio,,Las Condes,-33.40732,-70.55826,Entire home/apt,79000,20,37,2019-08-31,1.22,1,333,2,
34044734,"Cómoda habitación, equipada y con estacionamiento",212639189,Gabriela,,Ñuñoa,-33.44955,-70.58817,Entire home/apt,19929,1,107,2019-12-16,3.54,3,138,41,
34056114,Casa en condomimio ofrece dos habitaciones,257162487,Gigliola,,Peñalolén,-33.51225,-70.5476,Private room,30000,3,0,,,1,365,0,
34057049,Departamento en Las Condes a pasos de Costanera(G),149995045,Myriam,,Las Condes,-33.42001,-70.59722,Entire home/apt,55000,1,47,2019-08-22,1.54,4,351,7,76.417.212-4
34060107,A pasos de las pistas e impresionante vista,257194296,Lorena,,Lo Barnechea,-33.36347,-70.27551,Entire home/apt,182267,2,7,2019-08-22,0.25,2,178,2,
34064209,Dormitorio privado en el corazón de Las Condes,159891158,Alejandra,,Las Condes,-33.41172,-70.57851,Private room,19000,1,2,2019-11-10,0.07,1,242,0,
34065908,Espectacular departamento Arriendo por días,257250446,Fi,,Santiago,-33.43414,-70.65959,Private room,30000,1,0,,,1,179,0,
34066206,Departamento para compartir con dormitorio privado,33078683,Pablo,,Macul,-33.47361,-70.57827,Private room,15000,1,0,,,1,180,0,
34066400,Bello y funcional departamento a un paso de pistas,257194296,Lorena,,Lo Barnechea,-33.35549,-70.24746,Entire home/apt,262917,2,2,2019-06-23,0.07,2,114,0,
34078642,"casa barrio popular, cerca de todo, familiar",257337062,Julio,,Huechuraba,-33.37284,-70.63967,Private room,45000,1,3,2021-08-17,0.11,1,299,2,
34083376,Monkey Adventure! la mejor manera de viajar,257346683,Monkey,,Lo Barnechea,-33.3538,-70.51903,Entire home/apt,59000,1,0,,,2,365,0,
34083735,Una experiencia inolvidable con Monkey Adventure!,257346683,Monkey,,Lo Barnechea,-33.3521,-70.51821,Entire home/apt,59000,1,0,,,2,365,0,
34087080,Amplio departamento antiguo en barrio Santiago,257395594,Úrsula,,Santiago,-33.45338,-70.66186,Private room,30000,1,3,2019-05-26,0.10,2,179,0,
34095537,Excelente refugio en El Colorado,107883509,Cristian,,Lo Barnechea,-33.34721,-70.29402,Entire home/apt,190000,2,6,2019-08-25,0.20,1,364,0,
34099958,Santiago Moneda Suites 2509,257501324,Patricio,,Santiago,-33.44729,-70.65492,Entire home/apt,29329,1,115,2019-12-26,3.80,7,28,67,
34108097,"One Nk Apartments, Departamento 1d/1b",226072414,One Nk,,Las Condes,-33.41,-70.57124,Hotel room,145422,1,9,2019-07-09,0.32,3,363,4,
34109035,Habitación en casa San Carlos De Apoquindo,46674626,Paola,,Las Condes,-33.39202,-70.49855,Private room,30000,1,0,,,1,362,0,
34112873,Se arrienda linda pieza en amplia y cómoda  casa,163185784,Ignacio,,Las Condes,-33.39215,-70.53931,Private room,40000,1,0,,,1,365,0,
34118443,Habitación Amoblada con excelente Conectividad,30662241,Karen,,Providencia,-33.43497,-70.62862,Private room,11000,10,0,,,3,352,0,
34118768,Furnished Apt in downtown,1007737,Luisa Andrea,,Santiago,-33.43875,-70.65805,Private room,10338,3,2,2019-05-15,0.07,1,178,0,
34121536,Habitación doble con baño privado,54746842,Recepcion,,Providencia,-33.43372,-70.62469,Private room,38882,1,1,2021-01-14,0.10,1,337,1,22037
34123311,"hermosa casa en barrio típico, a 7 minutos de Stgo",108448952,Ellen,,San Joaquín,-33.48362,-70.62396,Private room,30000,1,0,,,1,180,0,
34144659,Habitacion 1,257365484,Blanca Eugenia Del Pilar,,Las Condes,-33.39471,-70.54686,Private room,20000,6,0,,,2,364,0,
34145673,Depto. República,110007320,Carlos,,Santiago,-33.45559,-70.66968,Entire home/apt,26236,1,145,2020-12-19,5.07,1,164,63,
34147216,Pieza individual en barrio antiguo de Santiago,257395594,Úrsula,,Santiago,-33.45384,-70.66141,Private room,20000,1,1,2019-09-02,0.04,2,179,0,
34147701,Habitación a los Pies del Cerro Huechuraba,257813390,Luis,,Huechuraba,-33.33931,-70.66679,Private room,20000,2,0,,,1,364,0,
34149217,Departamento 2 Dormitorios Santiago de chile,192473033,Alejandro,,Santiago,-33.44799,-70.63968,Entire home/apt,37000,3,24,2021-10-23,0.85,6,355,11,
34150908,Habitaciones Casa tipo Colonial,257835193,Igor Sergio,,Santiago,-33.46166,-70.67501,Private room,18000,1,3,2021-10-15,0.10,2,365,2,
34152525,Pieza en casa barrio san eugenio en pasaje cerrado,253253801,Cristy,,Santiago,-33.46755,-70.67443,Private room,12000,1,1,2019-06-01,0.03,1,180,0,
34154953,Cuarto Dpto Las Condes,184464013,Daniela,,Las Condes,-33.41592,-70.60543,Entire home/apt,46143,1,17,2019-08-10,0.61,4,352,9,
34177742,Habitación y baño privado a pasos del metro,258039483,Karla,,Ñuñoa,-33.46063,-70.62758,Private room,15000,2,0,,,1,179,0,
34200022,"Plaza Italia, Baquedano, Lastarria, Bellavista",21085157,Tomás,,Santiago,-33.43938,-70.63578,Entire home/apt,30571,2,208,2019-12-14,6.83,1,168,90,
34214597,3 bedrooms apartment in the heart of Santiago,49688958,Paulina,,Santiago,-33.45094,-70.65383,Entire home/apt,35000,6,19,2019-07-19,0.73,2,83,12,
34228485,Comfortable Room in Residential House - R2,217210324,Mike,,La Reina,-33.44349,-70.56498,Entire home/apt,14000,15,20,2021-04-24,0.66,6,284,4,
34229810,Comfortable Room in Residential House - R1,217210324,Mike,,La Reina,-33.44211,-70.5642,Entire home/apt,14000,15,4,2021-05-10,0.14,6,276,1,
34230577,ALTOS DE SANTIAGO CENTRO,57945643,Soledad,,Santiago,-33.44549,-70.64365,Entire home/apt,35000,1,4,2021-10-11,0.13,9,360,3,
34256845,Nuevo y acogedor depto.,258651848,Teresa,,Santiago,-33.45014,-70.63503,Entire home/apt,20268,2,2,2019-05-21,0.07,1,239,0,
34270712,"Cozy Lodge, Valle Nevado, 6 pax",144981113,Valentina,,Lo Barnechea,-33.35443,-70.24779,Entire home/apt,483896,5,3,2019-07-23,0.11,1,180,0,
34278375,Amplio Departamento con Gran Vista,199973680,Ariel,,Vitacura,-33.39305,-70.55904,Entire home/apt,60000,7,11,2021-09-26,0.38,1,62,7,
34300215,Amazing flat best sector of Santiago,195705273,Fernanda,,Vitacura,-33.40713,-70.59766,Entire home/apt,35500,4,1,2019-11-03,0.04,1,177,0,
34301680,Hermoso Departamento amoblado,16132480,Claudio,,Santiago,-33.44301,-70.63826,Entire home/apt,30000,30,0,,,1,365,0,
34309611,Condominio Nueva Parva (8) - DESCUENTOS EXCLUSIVOS,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.33817,-70.28871,Entire home/apt,200000,3,1,2019-07-27,0.04,16,148,0,
34312192,Depto Amoblados Centro Santiago 2 pers.,177195612,Adriana,,Santiago,-33.44779,-70.63846,Entire home/apt,24000,2,87,2021-01-23,2.93,7,139,36,
34316055,Centrico y hermoso dpto para disfrutar de stgo.,258670958,Juan Antonio,,Santiago,-33.45154,-70.64751,Entire home/apt,25000,3,0,,,1,358,0,
34328008,Espacioso Loft Rustico en el Barrio Bellavista,120132610,Osvaldo,,Recoleta,-33.43122,-70.63705,Entire home/apt,34000,2,40,2020-01-06,1.40,2,173,4,
34329401,Increíble refugio en Farellones con gran vista,17292046,Paula,,Lo Barnechea,-33.35051,-70.30755,Entire home/apt,350000,2,5,2021-07-11,0.18,1,364,2,
34329834,Habitación cómoda en depto. con ubicación central,257462769,Claudia,,Providencia,-33.42519,-70.61444,Private room,25000,3,0,,,1,362,0,
34332057,Departamento con excelentísima ubicación.,259189870,Sebastian,,Santiago,-33.4378,-70.65981,Entire home/apt,24000,2,204,2020-03-09,6.74,2,341,64,
34332384,"Pieza en Barrio Italia, providencia",143529811,Bernardita,,Providencia,-33.44695,-70.62768,Private room,15000,3,0,,,1,365,0,
34339024,Un Joya en pleno centro de Santiago!,177248143,James,,Santiago,-33.43947,-70.64544,Entire home/apt,31493,1,128,2020-03-06,4.24,3,315,39,
34340022,Excelente y acogedor alojamiento familiar,259256052,Christian,,Ñuñoa,-33.47298,-70.58361,Private room,20000,1,0,,,1,180,0,
34343394,Departamento en Valle Nevado a pasos de las pistas,214324300,Karolina,,Lo Barnechea,-33.35413,-70.24771,Entire home/apt,200000,2,14,2019-08-28,0.50,1,179,4,
34343780,Espectacular departamento metro manquehue,71349426,Emelyt,,Las Condes,-33.41174,-70.56741,Entire home/apt,37143,2,8,2019-06-29,0.32,1,109,0,
34362366,Departamento privado 2 dormitorios en Ñuñoa,222068277,Alejandro,,Ñuñoa,-33.45626,-70.59042,Entire home/apt,26500,3,39,2021-05-20,1.30,1,228,10,
34367508,Cómodo departamento en Macul,177343838,Manuel,,Macul,-33.49233,-70.6164,Entire home/apt,40000,1,14,2020-03-02,0.47,1,63,0,
34369018,Espectacular departamento con laguna,259473872,Charly,,Macul,-33.48833,-70.61813,Entire home/apt,100000,360,21,2019-11-13,0.78,1,360,0,
34387026,Aparts Privados Agradables & Excelente Ubicación,11426225,Augusto Eduardo,,Providencia,-33.4239,-70.61641,Entire home/apt,40000,3,8,2021-03-31,0.30,2,319,3,
34389351,Dpto 3P - Barrio Italia,100280192,Felipe,,Providencia,-33.44601,-70.62791,Entire home/apt,30000,3,22,2019-07-28,0.75,1,54,16,
34394108,¡MARAVILLOSO Y REMODELADO DEPARTAMENTO!,112310889,Erica,,Santiago,-33.44151,-70.64675,Entire home/apt,24990,2,119,2020-03-28,4.11,3,74,59,
34396863,"Barrio emblemático, corazón cultural y artístico",179402731,Cristobal,,Providencia,-33.4397,-70.62988,Entire home/apt,45000,30,11,2020-01-26,0.37,1,298,0,
34397976,Excelente ubicación,130041264,Carolina Isabel,,Providencia,-33.42859,-70.60614,Entire home/apt,35000,20,15,2020-07-01,0.52,1,310,4,
34413936,Hotel Casa Madero Boutique Habitación Cama King 2,259782250,Casa Madero,,Providencia,-33.43933,-70.62947,Private room,45000,1,2,2019-05-25,0.07,5,365,0,
34421635,"Pieza , con baño independiente a 100 mts del metro",259848799,Pablo,,Ñuñoa,-33.45291,-70.60278,Entire home/apt,20000,2,0,,,1,364,0,
34422997,"HERMOSA CASA, en barrio patrimonial de Santiago!",25767906,Paula,,Santiago,-33.44141,-70.67279,Entire home/apt,70000,2,4,2021-01-02,0.14,1,268,1,
34436619,Habitaciones Santiago centro,257835193,Igor Sergio,,Santiago,-33.46033,-70.67571,Private room,18000,1,1,2019-11-30,0.04,2,365,0,
34440048,Habitación Individual,160642935,Ana,,Ñuñoa,-33.45645,-70.59851,Private room,14000,1,4,2021-02-12,0.17,1,88,3,
34444521,Depto Santiago Centro vista Cerro San Cristóbal,260016098,Paulina,,Recoleta,-33.4224,-70.6487,Entire home/apt,30000,3,30,2019-06-05,1.02,1,267,0,
34445261,Departamento Familiar Valle Nevado Ski Resort,62996660,Marco,,Lo Barnechea,-33.3568,-70.24964,Entire home/apt,564545,3,0,,,1,8,0,
34447227,Habitación en el corazón turístico de Santiago.,79139790,Sergio,,Santiago,-33.43838,-70.64079,Private room,15000,1,2,2019-06-02,0.07,1,89,0,
34447536,Hermoso departamento excelente barrio exclusivo,191899444,Claudia,,Las Condes,-33.41171,-70.60258,Private room,30000,1,4,2020-02-24,0.14,1,180,0,
34449043,"Paseo Bulnes, Centro Santiago, Metro Moneda",150468136,Carola,,Santiago,-33.44641,-70.65383,Entire home/apt,38000,2,7,2019-07-15,0.24,2,71,1,
34450686,Habitación  en  Pleno Centro de Santiago,240926347,Luciano,,Santiago,-33.45109,-70.66584,Private room,15000,1,25,2019-11-23,0.85,1,89,0,
34450847,Moderno y acogedor departamento nuevo,39275161,Alfredo,,Las Condes,-33.40599,-70.55716,Entire home/apt,29000,5,5,2019-09-01,0.18,1,0,0,
34465052,"One Nk Apartments,  Departamento de 2d/2b",226072414,One Nk,,Las Condes,-33.41037,-70.57216,Hotel room,194167,1,12,2019-06-26,0.43,3,363,2,
34465144,Habitación privada en metro Bellas Artes,155169749,Cristina,,Santiago,-33.43635,-70.64572,Private room,20000,2,0,,,1,365,0,
34466461,Hotel Casa Madero Boutique Habitación Cama King,259782250,Casa Madero,,Providencia,-33.44006,-70.62889,Private room,45000,1,0,,,5,365,0,
34467224,Hotel Casa Madero Boutique Habitación Cama King 3,259782250,Casa Madero,,Providencia,-33.4399,-70.62774,Private room,45000,1,0,,,5,365,0,
34468052,Hotel Casa Madero Boutique Habitación Dos Camas,259782250,Casa Madero,,Providencia,-33.44136,-70.62957,Private room,45000,1,0,,,5,365,0,
34468373,Hotel Casa Madero Boutique Habitación Dos Camas 2,259782250,Casa Madero,,Providencia,-33.44119,-70.62814,Private room,45000,1,0,,,5,365,0,
34470919,En agradable barrio se ofrece cómoda habitación .,260044079,Tatiana,,Ñuñoa,-33.45729,-70.61327,Private room,15000,2,0,,,1,179,0,
34471969,"Comparto depto, días o semana.",120894765,Rodrigo,,Ñuñoa,-33.45563,-70.62509,Shared room,15000,1,0,,,1,177,0,
34475912,"Habitaciones privadas! , Temporal y Mensual",260238737,Daisy,,Santiago,-33.45599,-70.65375,Private room,10000,1,1,2019-05-31,0.03,1,113,0,
34476919,VISTA AL ESTERO (3) LA PARVA FARELLONES COLORADO,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.33743,-70.28892,Entire home/apt,130000,2,2,2019-07-09,0.07,16,273,0,
34477906,VISTA AL ESTERO (2) LA PARVA FARELLONES COLORADO,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.33519,-70.28924,Entire home/apt,130000,2,2,2019-08-10,0.07,16,273,0,
34478108,Cuarto,163449922,Paz,,Santiago,-33.4369,-70.64375,Entire home/apt,32143,1,0,,,8,363,0,
34479566,Luxury & Business Apart Hotel,260266647,Marcos,,Providencia,-33.42105,-70.61207,Entire home/apt,48990,1,129,2021-01-04,4.29,4,83,51,
34479633,"Habitación + baño privado. Amplia casa, Las Condes",247314263,Oscar,,Las Condes,-33.3995,-70.55854,Private room,17714,1,0,,,1,88,0,
34481158,Acogedor y recién renovado depto en La Parva,167536521,Maria,,Lo Barnechea,-33.33606,-70.29143,Entire home/apt,260000,2,4,2021-08-29,1.24,1,179,4,
34485203,Barrio Italia Center - Habitación independiente,248329191,Antonio,,Providencia,-33.44466,-70.62864,Private room,14900,1,17,2019-08-08,0.62,1,31,0,
34510677,"Alojamiento en la Chimba, histórica y cultural",260421596,Christian,,Recoleta,-33.42613,-70.65091,Private room,11681,2,0,,,1,365,0,
34510808,Lindo deparmento en insuperable ubicación,260457308,Alvaro,,Las Condes,-33.4167,-70.60129,Entire home/apt,30900,3,31,2021-04-14,1.07,1,48,15,
34512379,Departamento completo - Providencia 3 huéspedes,260477580,Edgar David,,Providencia,-33.4295,-70.61818,Entire home/apt,55000,1,17,2021-10-20,0.58,4,327,6,
34512413,Inoa Suites 6,127625729,Alicia,,Providencia,-33.43104,-70.61923,Entire home/apt,40000,2,0,,,7,317,0,
34525953,No está disponible,187740170,Rocío,,Macul,-33.48615,-70.59866,Entire home/apt,23106,1,1,2019-05-28,0.03,1,173,0,
34528261,Condominio Nueva Parva - DESCUENTOS EXCLUSIVOS,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.33557,-70.29263,Entire home/apt,320000,3,0,,,16,148,0,
34532208,Condominio Nueva Parva (7) - BENEFICIOS EXCLUSIVOS,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.35325,-70.51805,Entire home/apt,199927,3,0,,,16,148,0,
34533245,DAL Suites 802,260604418,Alejandro,,Providencia,-33.42605,-70.61507,Entire home/apt,76367,2,27,2020-01-29,1.00,2,313,4,
34534104,Dormitorio básico.,260610541,Denis,,Pudahuel,-33.44429,-70.74566,Private room,10000,1,1,2019-07-07,0.04,1,365,0,
34534456,Dormitorio con balcón y masoterapeuta,260612573,Leonardo,,La Cisterna,-33.52578,-70.66071,Shared room,6900,1,0,,,1,365,0,
34537352,Habitacion en Sanhattan//Room in Sanhattan,249925478,Maria,,Las Condes,-33.41578,-70.60281,Private room,16571,1,53,2021-08-23,1.78,2,145,26,
34539441,-50% OFERTA DE LOCO HOTEL habitación single stgo,145886639,Jorge,,Santiago,-33.43513,-70.65465,Private room,11597,1,21,2020-01-13,0.80,12,364,0,
34539631,Exclusive Las Condes Location - Parking Included,1645230,Brian,,Las Condes,-33.40549,-70.55782,Entire home/apt,29211,1,59,2019-06-22,1.97,19,71,37,
34547037,Departamento en centro de sky Valle Nevado Chile,53364802,Andres,,Lo Barnechea,-33.34922,-70.24778,Entire home/apt,241948,2,8,2019-08-05,0.28,1,365,4,
34547096,Amplio departamento  ideal para la familia central,254524308,Paula Francisca,,Renca,-33.41656,-70.67932,Entire home/apt,25000,5,5,2019-10-02,0.20,5,203,1,
34563994,"One Nk Apartments, Departamento Studio",226072414,One Nk,,Las Condes,-33.41064,-70.57268,Hotel room,112926,1,10,2021-01-17,0.35,3,364,2,
34566010,GRAN CASA EN GRAN BARRIO,260798189,Oscar Leonardo,,Estación Central,-33.46304,-70.71048,Entire home/apt,102800,1,0,,,1,180,0,
34569990,VISTA AL ESTERO (5) LA PARVA FARELLONES COLORADO,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.33626,-70.29327,Entire home/apt,130000,2,1,2019-07-08,0.04,16,273,0,
34570896,VISTA AL ESTERO (1)LA PARVA FARELLONES COLORADO,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.33753,-70.29259,Entire home/apt,130000,2,2,2019-08-05,0.07,16,273,0,
34571281,VISTA AL ESTERO (4) LA PARVA FARELLONES COLORADO,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.33562,-70.29247,Entire home/apt,130000,2,3,2019-07-22,0.11,16,273,0,
34575403,"Refugio, vista y salida directa Canchas de Ski.",235170337,Dominic,,Lo Barnechea,-33.34432,-70.28562,Entire home/apt,200000,2,10,2021-08-22,0.36,1,179,7,
34595325,Te espero en un ambiente familiar,132227628,Daniela,,Providencia,-33.44507,-70.63197,Private room,19000,3,1,2019-05-20,0.03,1,89,0,
34602611,Habitacion individual (small room),49807803,Alejandra,,Ñuñoa,-33.44929,-70.60204,Private room,8000,4,4,2020-06-30,0.18,7,268,0,
34605171,Departamento interior en el corazón de Providencia,122926444,Ariel,,Providencia,-33.43919,-70.61531,Entire home/apt,25000,1,1,2019-05-12,0.03,1,365,0,
34619211,Cómoda habitación a metros de metro P. de Valdivia,175964474,Andrés,,Providencia,-33.42938,-70.61207,Private room,15000,1,2,2020-01-04,0.07,1,363,0,
34625568,Cama Nido,110032459,Gilda,,Santiago,-33.45904,-70.67637,Private room,20000,1,2,2019-12-07,0.09,2,365,0,
34628600,Two bedroom apartment in Providencia,29886254,Gonzalo,,Providencia,-33.43615,-70.62701,Entire home/apt,51182,2,6,2021-08-15,0.22,6,313,4,
34630095,1709 Excelente dep a una cuadra mall parque arauco,152758429,Paula,,Las Condes,-33.39978,-70.57305,Entire home/apt,67000,2,12,2019-11-13,0.42,7,347,1,
34639715,New apartment in lastarria street. The Best.,261329510,Apartment En Calle Lastarria,,Santiago,-33.44001,-70.64027,Entire home/apt,25146,2,74,2019-10-21,2.48,1,70,38,
34640829,cerca aeropuerto. Auto opcional 3 dorm. 20000c/u,258667910,Miriam,,Maipú,-33.47478,-70.75285,Private room,20000,1,0,,,1,365,0,
34653843,Excelente  ubicación a pasos del metro Manquehue,260483367,María Teresa,,Las Condes,-33.4124,-70.56764,Entire home/apt,35000,2,20,2019-12-23,0.71,2,205,8,
34654574,HABITACION EN APACIBLE BARRIO DE VITACURA,261449564,Jorge,,Vitacura,-33.39353,-70.56721,Private room,10000,2,9,2019-12-07,0.33,1,208,0,
34669378,Comparto depto por días o noche,237881183,Javier,,Santiago,-33.44946,-70.64018,Private room,10400,2,0,,,1,360,0,
34674672,Cómoda habitación matrimonial en dpto nuevo.,172541022,Jacinto Andres,,San Miguel,-33.51067,-70.66367,Private room,35000,2,0,,,1,365,0,
34677014,"Pieza baño privado amoblada con tv,wifi ,economico",261587367,Juan,,Macul,-33.47773,-70.58489,Private room,15000,1,0,,,1,365,0,
34677321,"Modern, Downtown 2BD/2Bth City Apt",3977821,Cori,,La Reina,-33.43537,-70.57909,Entire home/apt,48745,30,0,,,1,83,0,
34679484,Spacious and remodeled apartment in Plaza Italia,240176099,Francisco,,Santiago,-33.43689,-70.6358,Entire home/apt,25332,2,0,,,1,363,0,
34680510,Como en casa,261610149,Katy,,Ñuñoa,-33.45926,-70.58928,Private room,10000,7,0,,,1,363,0,
34682287,Hermoso y amplio departamento nuevo en las Condes,136829344,Vani,,Las Condes,-33.38434,-70.53099,Entire home/apt,55648,5,7,2020-03-08,0.25,2,300,0,
34683336,"Santiago Centro, luminoso, excelente ubicación.",12736063,Gonzalo,,Santiago,-33.44794,-70.6442,Entire home/apt,24000,7,31,2020-01-09,1.22,4,344,18,
34683700,NUEVO Departamento junto a la Clínica Las Condes,136829344,Vani,,Las Condes,-33.38239,-70.53202,Entire home/apt,56454,4,9,2019-11-30,0.31,2,331,0,
34683946,COMODO DEPARTAMENTO EN CORAZON DE PROVIDENCIA,261631834,Ronald,,Providencia,-33.42316,-70.61052,Entire home/apt,50000,1,0,,,1,362,0,
34684447,"Habitación individual, Ñuñoa",171591514,Antonio,,Ñuñoa,-33.4532,-70.60574,Private room,20000,2,1,2019-12-15,0.04,1,365,0,
34687610,Casa las condes 1-1,116996844,Alejandro,,Las Condes,-33.40605,-70.55773,Private room,96714,3,3,2019-07-31,0.10,3,362,0,
34688485,"Linda habitación en Las Condes, cercana al metro",260483330,Fernanda,,Las Condes,-33.4044,-70.55656,Private room,12000,1,1,2019-06-03,0.03,1,361,0,
34708005,Espectacular Loft (duplex) a pasos de Apoquindo,249636958,Patricio,,Las Condes,-33.41235,-70.57445,Entire home/apt,30000,5,32,2019-11-16,1.08,1,294,3,
34708887,"Santiago Centro, luminoso, buen entorno.",12736063,Gonzalo,,Santiago,-33.44746,-70.64496,Entire home/apt,24143,5,24,2020-01-31,0.84,4,352,10,
34715198,Condominio Nueva Parva (6) - BENEFICIOS EXCLUSIVOS,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.29927,-70.24891,Entire home/apt,200000,3,0,,,16,148,0,
34715567,Condominio Nueva Parva (5) - BENEFICIOS EXCLUSIVOS,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.30087,-70.24945,Entire home/apt,200000,3,2,2021-09-14,0.61,16,148,2,
34716049,Condominio Nueva Parva (4) - DESCUENTOS EXCLUSIVOS,259018476,Centro De Ski La Parva,,Lo Barnechea,-33.30024,-70.24953,Entire home/apt,200000,3,0,,,16,148,0,
